meeting_id,announcement_date,ticker,document_type,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15
1,2000-02-02,^GSPC,statement,,0.0005222932212531894,-0.007095321074094607,-0.0029123190810015354,,,-0.027633593591799732,0.006064800483985611,-0.00421272125638672,-0.00393842799334565,-0.027456829027902918,,,0.025217566974388372,0.01062781920924527,-0.00011355740261742575,0.011248137590027962,-0.000421044371651913,,,-9.127184878798822e-05,0.012273198750635705,-0.02081542211764542,0.0036268038470079755,-0.02096932014356223,,,0.0020329505010301396,0.008712683952101452,-0.01025641338184169,0.0004251484874857603
1,2000-02-02,^TNX,statement,,-0.0034084528500064604,0.0034201101341404527,0.004890336642221271,,,-0.01430469253883826,0.0,-0.0005984720094306395,0.0007485201451211676,-0.005534806224005373,,,0.0028580105417739254,-0.007499582311522368,-0.0028713998957256015,-0.01864203456108182,0.006486531945991247,,,0.017492686838650906,-0.004825827876240973,0.010607693878491808,-0.0019493194113188173,-0.005258462068378544,,,-0.012384803060342509,0.001988073310267069,-0.000763143224356555,0.0033602926834810365
1,2000-02-02,^IRX,statement,,0.02294452870391006,-0.009345741082053105,0.0,,,0.005660326771994351,0.013133240649786826,0.0018518059014955845,0.0,0.01109056274895126,,,0.010968998522502105,0.0036166329417204324,-0.009009043066040445,-0.012727303938432133,0.011049713568388686,,,-0.00364298392719975,0.009140803044365597,-0.005434820636233795,0.001821535391393958,-0.0036363601684570312,,,-0.0036496315432303916,0.021978000864594893,-0.005376296304905104,0.0036036000430956783
1,2000-02-02,XLC,statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2000-02-02,XLK,statement,,0.0017637376009524974,0.005868582912591069,0.001166906782495758,,,-0.032634261959044286,0.021385744016444885,-0.03273388063767857,-0.009756083006073446,-0.03571398081205035,,,0.03320587136117803,0.02101289833615838,0.0072640112132558166,0.02884611143192184,0.011682702673502021,,,0.011547134010436055,0.009132404787148163,-0.012443741152470489,0.02376894378186578,-0.0265736899901029,,,0.0005749227561795411,0.0028716504087213934,-0.005154281866434296,0.022452348459231164
1,2000-02-02,XLI,statement,,-0.003236028880215236,-0.006493693574505133,-0.0125268461206276,,,-0.028681786005718357,-0.00567882717249335,0.007995698744376778,0.005665521547059349,-0.0264785355076248,,,0.006944419726280904,-0.0068965273457383125,0.0005782937941589683,-0.0005779595637299684,0.004050726120770953,,,-0.01729122974319286,0.004105483579136537,-0.010513873761885728,-0.01711915088775595,-0.021020912167189265,,,0.015950943684572394,0.01751162942395723,-0.002373347690987959,0.004164211178183885
1,2000-02-02,XLV,statement,,0.023809609884724914,-0.007752453393342296,-0.0019525831974382957,,,-0.029843933010582413,0.007060202750449163,-0.004506488062795855,-0.006036328129889967,-0.020242959048991205,,,-0.004648846410124863,0.012973437100166851,0.02459035054424441,0.00900043329000444,0.003467904115344922,,,-0.016295376333014033,0.011043870111758558,-0.01787511523726848,-0.008594759476684644,0.0005098024107743626,,,-0.01834833708710304,-0.007787845718327691,-0.02825797464143831,-0.0005382578518352554
1,2000-02-02,XLE,statement,,-0.003299758934169672,0.0,0.027593586815928495,,,-0.035446012037672725,-0.0022274429353259517,-0.015624472178467297,-0.02040803630271637,-0.011574114382897682,,,0.02341921717626194,-0.0022886750850954485,0.006307803574295834,-0.011966289637985628,-0.028834630873688982,,,0.01128273410800884,-0.008807703700624114,-0.03317566721137466,0.020832970302892884,-0.01200420952307557,,,0.015795990288324235,0.04186559115994348,0.0045922351510527815,-0.0011427264453682806
1,2000-02-02,XLP,statement,,0.007237041996666305,-0.013716617084474025,-0.011258474005285679,,,-0.028800981981791263,-0.01241439420900603,0.009079154020779967,0.018684748795935624,-0.008151787599355642,,,0.018492705514425944,-0.010087377225779237,0.002037549900878899,-0.01355934019668159,-0.0006867621151508407,,,-0.0013752337127934666,0.01239644807794349,-0.00884346493845456,-0.03363141031028016,-0.019175613908278932,,,0.005068879795942394,0.022333882456609944,-0.014093978789570305,-0.015010744806994825
1,2000-02-02,XLB,statement,,-0.019288463446851867,-0.02642898554709361,0.004419849145645971,,,-0.02639969671804343,-0.018720881823565683,0.0,0.0052625342186405355,-0.01701533724543247,,,-0.005991704784665264,0.018084329435354984,0.004605380678950111,-0.017026608516733766,-0.0013329493384685032,,,-0.019346102135206822,-0.002720948899839315,-0.01978209547617238,-0.00835060383459385,-0.02456142972178854,,,0.01654684479383106,0.04317055500085232,-0.023066398743805228,-0.00208359983203954
