announcement_date,ticker,document_type,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15
2000-02-02,^GSPC,statement,,0.0005222932212531894,-0.007095321074094607,-0.0029123190810015354,,,-0.027633593591799732,0.006064800483985611,-0.00421272125638672,-0.00393842799334565,-0.027456829027902918,,,0.025217566974388372,0.01062781920924527,-0.00011355740261742575,0.011248137590027962,-0.000421044371651913,,,-9.127184878798822e-05,0.012273198750635705,-0.02081542211764542,0.0036268038470079755,-0.02096932014356223,,,0.0020329505010301396,0.008712683952101452,-0.01025641338184169,0.0004251484874857603
2000-02-02,^IXIC,statement,,0.004957860608028497,0.009206710733979717,0.01095358151335013,,,-0.032894136901135185,0.017414229400918302,-0.023395883890718228,-0.007457131526504734,-0.037749157834642943,,,0.01370698967599604,0.028329940245385377,0.005424503717860629,0.033633128662295286,0.007874688648201289,,,0.018291074354702452,0.024464508752415792,-0.01451378105590062,0.028050174151144747,-0.020104130268424503,,,0.005255345493309083,0.0005024759122087552,0.001556263452318074,0.027389252132842934
2000-02-02,^DJI,statement,,-0.0061725720100316295,-0.01201638234422897,-0.008773430837310303,,,-0.021644713550917793,0.001973055168719595,0.0002811076118010014,-0.00045053090951829855,-0.02621952321023191,,,0.018778526423114394,0.009187811626832243,-0.0034280806666527885,0.0009306596438518611,-0.004507276842047436,,,-0.0052910274410700175,0.0047506480618944025,-0.023585407601851682,-0.005190152556512673,-0.02052118725282881,,,0.009077024171894044,0.018845343935324665,-0.014618247260855366,-0.004434999025417219
2000-02-02,^RUT,statement,,0.012776062941358024,0.01396101975491093,0.012630808630116785,,,-0.020582818639030553,-0.002600602963604315,-0.0010545616284902692,-0.007715259223127768,-0.023983644628122636,,,-0.016626341032941028,0.015154240669009056,0.012188614686724497,0.023024554113830975,0.007457421183644231,,,0.013072756244976835,0.00957939751989012,-0.0027721264794630107,0.011585861889284121,-0.009424477932236441,,,0.00528770617122154,0.000555594680172522,0.013919775779626331,0.019461028469552666
2000-02-02,^W5000,statement,,0.0035030815293128903,-0.0024349046520562023,0.0014113201259879915,,,-0.026097971663424868,0.005496731127177412,-0.004102252956745489,-0.004174106643753173,-0.0282248102325936,,,0.016364039009088005,0.012256429011920922,0.0017576663382723456,0.014137253543230033,-0.00015804734443858326,,,0.0028742315689245235,0.012514127219670934,-0.018755340151477506,0.005697735574463847,-0.01806141478491563,,,0.002445125125256631,0.006289200153125396,-0.005963999179564139,0.004514151396070032
2000-02-02,XLF,statement,,-0.003378453652789104,-0.018304972890751392,-0.012430976003188987,,,-0.018182084565202095,0.010684178213798523,0.037350042616570045,0.010869336360734616,-0.03494584193894268,,,0.02785490695678572,0.0054199403915744515,-0.010108044190061172,-0.0061267222782673825,-0.010273358157495083,,,-0.01038068191274899,0.011188661689169654,-0.0235126896833876,-0.027620704826050724,0.002185063107241092,,,0.008720925780189015,0.0014410256630110752,-0.02086364595535306,-0.012490531403676841
2000-02-02,XLRE,statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,XLU,statement,,0.0005816801108380343,0.004652024271864175,0.03240696876982785,,,-0.013453164391728611,-0.02329557780797209,-0.004653268970017943,-0.006429171508595233,-0.005294237390788381,,,0.04612666912034302,-0.007348941624106042,-0.005125317371408644,-0.0017168176233554044,-0.005160242452176389,,,-0.0028821730163981485,0.002312181088594878,0.0,-0.014418242627394329,-0.01755363736305071,,,0.0011914272855328978,-0.0023799310501231297,-0.004174000081943352,-0.00598800222935314
2000-02-02,XLY,statement,,-0.0020849555411633913,-0.013584372112869003,-0.020656869615972018,,,-0.03731734898523942,0.006179705368912103,0.007258881598057432,-0.002771883241015849,-0.03946612923965365,,,0.007523052323949342,0.03618621350144102,-0.0066521207636417445,0.0039062221843257916,-0.0016676981981875727,,,-0.021158098440963502,0.022753540488085866,-0.016685432899458008,-0.009049787991306513,-0.014269464060309489,,,0.005211109075501152,0.0023041046894702877,-0.039079735918202685,-0.028708559056551897
2000-02-02,XLP,statement,,0.007236750133042147,-0.013716550363305657,-0.011258035859677107,,,-0.02880150172106999,-0.012413325200210101,0.00907837106388154,0.018685213865258232,-0.008152692559561192,,,0.018493479197466245,-0.01008722600349199,0.0020373980469170494,-0.013558734429574226,-0.0006876796179533518,,,-0.00137561669832853,0.012397221334664588,-0.008843084320971584,-0.0336316953446848,-0.019176003124929064,,,0.005068719001086963,0.022335010562913427,-0.01409498638971407,-0.015010747195644325
2000-02-02,XLE,statement,,-0.003300277764399673,0.0,0.027594118575625437,,,-0.035445880797978946,-0.0022272452427692935,-0.015624333278371316,-0.020408692958372443,-0.011573842021693204,,,0.02341935049734012,-0.002288201766794784,0.0063066482095484044,-0.011965621287659323,-0.02883509742369561,,,0.011282875833499295,-0.008808188733043343,-0.03317533391518501,0.020833624058997913,-0.012005195180129657,,,0.01579621328476022,0.04186539125350919,0.004593050197862603,-0.0011427260601014622
