announcement_date,ticker,document_type,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15,meeting_id
2000-03-23,^GSPC,intermeeting,,0.025601808359159595,-0.004722866963392747,,,-0.008207438775620024,-0.017685470569578254,0.02427251564712085,0.047646038011081915,0.0041139002657062385,,,-0.005353449355160467,0.025565854135601862,0.004531866597078826,0.017799046191472767,7.20105760438905e-05,,,-0.0023568379388013705,-0.01058496517912777,0.0005239924076154701,-0.013655752206946925,0.007164304394414511,,,0.004931344916619063,-0.007463621754109195,-0.004923956465537893,0.009392397822321596,0.009997742088630579,1
2000-03-23,^IXIC,intermeeting,,0.03054771541961654,0.00034878200582832974,,,-0.028003668236234902,-0.040880483119052013,-0.026347889830439897,0.029408944246934965,0.017115342117942633,,,-0.039209001716773995,0.02205643726274409,0.0324873120645055,0.015593784527724974,0.0045378855030884235,,,-0.0009006044202813923,-0.025142363993138073,-0.039144500493797474,-0.04021379092550226,0.025783484536667345,,,-0.07635313282555034,-0.017707315883278563,0.004900124480297308,0.023587107104556138,0.041918598511229366,1
2000-03-23,^DJI,intermeeting,,0.01564447031914029,-0.008182235702548835,,,0.0018440831575377015,-0.01366119172448943,0.03263297139063437,0.04927146817928918,-0.0033271068354233657,,,0.00802339938482044,0.021263530069676406,-0.003725899166952873,0.023296875012637663,-0.0006421506002992627,,,-0.007817178811758918,-0.008138988013785098,0.00755381688226997,-0.0034913063874164596,-0.00531227231848086,,,0.027468592314445095,-0.005087346413655713,-0.011726090450664861,0.00728205478596089,-0.00025094429212446645,1
2000-03-23,^RUT,intermeeting,,0.01911951849267335,-0.003696048642014338,,,-0.02263954383900324,-0.029060941451799716,-0.02464265581919134,0.0275019150275988,0.0009230100757326998,,,-0.04448737139260017,0.006536718391330298,0.03328574168389209,0.0045518576565146684,0.0003834708633945194,,,-0.000627141243947138,-0.025468571018787522,-0.028692005326601544,-0.021049710268473798,0.014146809315114917,,,-0.042757327496070974,-0.019223283723244,0.023551693324023404,0.027912946077480072,0.019699512177230094,1
2000-03-23,^W5000,intermeeting,,0.024762377687831183,-0.0038804190866558175,,,-0.013570014085662496,-0.021921600057333457,0.010976886770756922,0.04359844309727201,0.00503234563622712,,,-0.015434139259399182,0.020847824935836146,0.0121976546930338,0.014670956458558537,0.001180219450430231,,,-0.0032369283102070545,-0.013286968404871091,-0.008537683004678609,-0.01742973908412848,0.011479468455506181,,,-0.012208858791493138,-0.01174581148626408,-0.0005180289178114972,0.014203645444804236,0.013745997909731855,1
2000-03-23,XLF,intermeeting,,0.005503150630486786,0.0031274743865701282,,,0.010132650615017447,-0.00385820581855012,0.0611932418568224,0.08613076519145468,0.00029751316981085907,,,-0.018881261753626255,0.036426718665705016,0.00862074826184811,0.03484483171661634,0.011436278886248541,,,-0.032663620885159395,0.007791548643280466,-0.007731309767153416,0.001948448604043529,0.0064806241290038535,,,0.0482935100108024,-0.039926426661329395,-0.007677210700900661,0.010960324926632126,-0.020408434954986565,1
2000-03-23,XLRE,intermeeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2000-03-23,XLU,intermeeting,,0.00800436808683469,0.0,,,0.003054628668232917,-0.006697990126019127,0.005517119168342521,0.039024300144924196,0.008045329738939344,,,-0.004105357067740734,-0.006478313586137818,-0.023117978502510073,0.016990468826510563,-0.00954669999098634,,,0.013855541072233635,-0.004753365979898949,0.017910168864629483,-0.0023457585676016635,0.005878831911106719,,,0.006428406231521633,0.01393748284814711,0.013173671809044496,0.006217553946241017,-0.002808218246867944,1
2000-03-23,XLY,intermeeting,,0.020150959638431942,-0.013580296159479976,,,-0.00813476144499814,0.001892553612804937,0.06045339401635941,0.07363417658508498,0.0025051558108104555,,,-0.009397710720556729,0.011160916446518288,-0.0044151622138238755,0.0027718270861403216,0.0033165470651830287,,,-0.002754398396767055,0.0033142629404874224,0.019824115115758545,0.022138040429360073,-0.010565087126238382,,,0.02989792841468275,-0.012441352504564462,0.0015750076389069445,0.010482284167867562,0.0,1
2000-03-23,XLP,intermeeting,,0.026720303818478897,-0.011828985957874405,,,-0.015961876771102612,-0.005677579289848911,0.06362202428158814,0.04294475752061433,-0.004166629494822827,,,-0.008888791358284354,0.018684514514921258,-0.008070147503892344,-0.008136297050097885,-0.017897059144756478,,,-0.012908325262365405,0.01153835714906326,0.024335210001961816,0.013362423732019124,-0.005127817875489882,,,0.045655178330327395,0.028168834699209944,-0.013698431297029412,-0.01805596018511879,-0.012729042411413483,1
