announcement_date,ticker,document_type,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15
2000-02-02,^GSPC,statement,,0.0005222932212531894,-0.007095321074094607,-0.0029123190810015354,,,-0.027633593591799732,0.006064800483985611,-0.00421272125638672,-0.00393842799334565,-0.027456829027902918,,,0.025217566974388372,0.01062781920924527,-0.00011355740261742575,0.011248137590027962,-0.000421044371651913,,,-9.127184878798822e-05,0.012273198750635705,-0.02081542211764542,0.0036268038470079755,-0.02096932014356223,,,0.0020329505010301396,0.008712683952101452,-0.01025641338184169,0.0004251484874857603
2000-02-02,^IXIC,statement,,0.004957860608028497,0.009206710733979717,0.01095358151335013,,,-0.032894136901135185,0.017414229400918302,-0.023395883890718228,-0.007457131526504734,-0.037749157834642943,,,0.01370698967599604,0.028329940245385377,0.005424503717860629,0.033633128662295286,0.007874688648201289,,,0.018291074354702452,0.024464508752415792,-0.01451378105590062,0.028050174151144747,-0.020104130268424503,,,0.005255345493309083,0.0005024759122087552,0.001556263452318074,0.027389252132842934
2000-02-02,^DJI,statement,,-0.0061725720100316295,-0.01201638234422897,-0.008773430837310303,,,-0.021644713550917793,0.001973055168719595,0.0002811076118010014,-0.00045053090951829855,-0.02621952321023191,,,0.018778526423114394,0.009187811626832243,-0.0034280806666527885,0.0009306596438518611,-0.004507276842047436,,,-0.0052910274410700175,0.0047506480618944025,-0.023585407601851682,-0.005190152556512673,-0.02052118725282881,,,0.009077024171894044,0.018845343935324665,-0.014618247260855366,-0.004434999025417219
2000-02-02,^RUT,statement,,0.012776062941358024,0.01396101975491093,0.012630808630116785,,,-0.020582818639030553,-0.002600602963604315,-0.0010545616284902692,-0.007715259223127768,-0.023983644628122636,,,-0.016626341032941028,0.015154240669009056,0.012188614686724497,0.023024554113830975,0.007457421183644231,,,0.013072756244976835,0.00957939751989012,-0.0027721264794630107,0.011585861889284121,-0.009424477932236441,,,0.00528770617122154,0.000555594680172522,0.013919775779626331,0.019461028469552666
2000-02-02,^W5000,statement,,0.0035030815293128903,-0.0024349046520562023,0.0014113201259879915,,,-0.026097971663424868,0.005496731127177412,-0.004102252956745489,-0.004174106643753173,-0.0282248102325936,,,0.016364039009088005,0.012256429011920922,0.0017576663382723456,0.014137253543230033,-0.00015804734443858326,,,0.0028742315689245235,0.012514127219670934,-0.018755340151477506,0.005697735574463847,-0.01806141478491563,,,0.002445125125256631,0.006289200153125396,-0.005963999179564139,0.004514151396070032
2000-02-02,XLF,statement,,-0.0033782034926587157,-0.018304722285351627,-0.01243097387462988,,,-0.01818173464148143,0.010683377869482369,0.03735031450040971,0.010869504799233987,-0.03494608605702387,,,0.0278549956921037,0.005419604427502556,-0.010106710955317788,-0.006127391203298527,-0.010273439579667865,,,-0.010380765033848327,0.011188486363612249,-0.023512861150534303,-0.02762053408022469,0.0021847922316491353,,,0.008720747947274843,0.0014408476743019705,-0.020863302230341496,-0.012489897200801625
2000-02-02,XLRE,statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02,XLU,statement,,0.000581851827465174,0.004650905065713529,0.03240784327407198,,,-0.013453243875298226,-0.023295405984610218,-0.004653955036581281,-0.006428914648802353,-0.005294064012907107,,,0.04612657770808992,-0.007348774566636185,-0.005125400655960455,-0.0017168174781458934,-0.005160580919296609,,,-0.0028817479248552935,0.002312095281899351,0.0,-0.01441747446648145,-0.017554659720946275,,,0.0011912514829039988,-0.002379668182556527,-0.004173471782939253,-0.005988353501850785
2000-02-02,XLY,statement,,-0.002085040658506121,-0.01358445758626381,-0.020656351502931214,,,-0.03731795182330422,0.006179890320733072,0.007258607567695474,-0.0027716119395053695,-0.03946649298864724,,,0.007523339193950207,0.0361860289682554,-0.006651669147360484,0.0039060388862028894,-0.001667243511945582,,,-0.021158362071949433,0.02275353625328469,-0.016685611838674674,-0.009050158118215523,-0.014269095882848748,,,0.005211298532485253,0.002303915780418997,-0.03907954787664891,-0.028708553438602902
2000-02-02,XLP,statement,,0.007236823363935718,-0.013716113137594244,-0.011258767208777831,,,-0.028801135386793297,-0.012413937423886301,0.009078686222474097,0.01868521674396928,-0.008152391317203023,,,0.01849301893528943,-0.01008707931172248,0.002037625211562588,-0.013559186196774875,-0.0006869148572132833,,,-0.0013758458366730508,0.012396069527337739,-0.008842638695240934,-0.033630720164871564,-0.019176231197209792,,,0.0050687983771333656,0.022333880665539985,-0.014094369900257031,-0.015011067842961356
2000-02-02,XLE,statement,,-0.003300276264914914,0.0,0.02759345477454267,,,-0.035446141031052925,-0.0022263264332653687,-0.015625708905849356,-0.02040844449436241,-0.01157371334935009,,,0.023419432528762885,-0.0022877303020540918,0.006306986516375401,-0.011966491349887698,-0.028834977018620922,,,0.011283371082378979,-0.008808049542039398,-0.03317532695771275,0.020833258015819922,-0.012004559417880256,,,0.015795631839253144,0.04186602938349315,0.004592234839978948,-0.001142928656572617
