meeting_id,announcement_date,ticker,document_type,T-15,T-14,T-13,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T+0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10,T+11,T+12,T+13,T+14,T+15
1,2000-02-02,^GSPC,statement,,0.0005222932212531894,-0.007095321074094607,-0.0029123190810015354,,,-0.027633593591799732,0.006064800483985611,-0.00421272125638672,-0.00393842799334565,-0.027456829027902918,,,0.025217566974388372,0.01062781920924527,-0.00011355740261742575,0.011248137590027962,-0.000421044371651913,,,-9.127184878798822e-05,0.012273198750635705,-0.02081542211764542,0.0036268038470079755,-0.02096932014356223,,,0.0020329505010301396,0.008712683952101452,-0.01025641338184169,0.0004251484874857603
1,2000-02-02,^TNX,statement,,-0.0034084528500064604,0.0034201101341404527,0.004890336642221271,,,-0.01430469253883826,0.0,-0.0005984720094306395,0.0007485201451211676,-0.005534806224005373,,,0.0028580105417739254,-0.007499582311522368,-0.0028713998957256015,-0.01864203456108182,0.006486531945991247,,,0.017492686838650906,-0.004825827876240973,0.010607693878491808,-0.0019493194113188173,-0.005258462068378544,,,-0.012384803060342509,0.001988073310267069,-0.000763143224356555,0.0033602926834810365
1,2000-02-02,^IRX,statement,,0.02294452870391006,-0.009345741082053105,0.0,,,0.005660326771994351,0.013133240649786826,0.0018518059014955845,0.0,0.01109056274895126,,,0.010968998522502105,0.0036166329417204324,-0.009009043066040445,-0.012727303938432133,0.011049713568388686,,,-0.00364298392719975,0.009140803044365597,-0.005434820636233795,0.001821535391393958,-0.0036363601684570312,,,-0.0036496315432303916,0.021978000864594893,-0.005376296304905104,0.0036036000430956783
1,2000-02-02,XLC,statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2000-02-02,XLK,statement,,0.0017635458173825835,0.005868392590161253,0.0011673830492402448,,,-0.032634163803495375,0.021385150252597462,-0.03273331601681628,-0.009755981606944686,-0.035714170927596434,,,0.03320545126939267,0.021013509556008003,0.007263712853534221,0.028846013407919147,0.01168270378657943,,,0.011547417624258483,0.00913249618707379,-0.012443829966214293,0.023768659079813403,-0.02657369241498997,,,0.0005746415825460538,0.002872213616917696,-0.005154934845846171,0.022453110236464457
1,2000-02-02,XLI,statement,,-0.003236131546077825,-0.0064937962326101495,-0.012527054186680542,,,-0.028681895063284668,-0.005678610117415328,0.007995479202950406,0.0056661761810423705,-0.026479390330042984,,,0.006944978974968041,-0.006897078906970333,0.0005788502103838411,-0.0005785153366594242,0.004050950386619512,,,-0.017290901225315514,0.004105483116316311,-0.010513648038833256,-0.017119825845997916,-0.021021150328324523,,,0.015950953089198583,0.017512568130450212,-0.002374031300665047,0.004164212606613704
1,2000-02-02,XLV,statement,,0.023809341162178033,-0.007752195688941366,-0.0019530168429366945,,,-0.02984350596317875,0.007060022200729987,-0.004507200171048442,-0.006035527698922349,-0.020243227106453543,,,-0.004648571809223401,0.012973897138488288,0.024589608583910794,0.00900025712988839,0.0034686981221392355,,,-0.016296071442491233,0.011043873068321775,-0.017874943446012925,-0.008594580511947059,0.0005098023645619953,,,-0.01834815422180147,-0.00778848962628409,-0.02825714798118184,-0.0005387362155848674
1,2000-02-02,XLE,statement,,-0.0033009896023727947,0.0,0.027593729639121767,,,-0.03544570640168421,-0.002226851613680636,-0.015624660465881957,-0.020408496371321916,-0.011573637158010852,,,0.0234194147308755,-0.002288673694590848,0.006307393764868552,-0.011966152749668835,-0.028834893268886663,,,0.011282453028902628,-0.008808051983291043,-0.033175476046536256,0.02083355627326955,-0.012004986093745118,,,0.015796142727332985,0.04186645578844139,0.004591894589370593,-0.0011421869329607537
1,2000-02-02,XLP,statement,,0.007236161636340777,-0.013715535488394659,-0.011258616457350601,,,-0.028800973392738904,-0.012414083332412118,0.009078448794985317,0.01868444210815623,-0.008151715062622689,,,0.018493168596195986,-0.01008789970787427,0.002038533716680613,-0.013559558405752736,-0.0006869913595918264,,,-0.0013756928320585171,0.012396835181373689,-0.008843842877425456,-0.033630885806102295,-0.01917553030433594,,,0.005068394551649202,0.022334206819608626,-0.014094290351402194,-0.01501114501891454
1,2000-02-02,XLB,statement,,-0.01928864664847274,-0.026429173344789447,0.004418965715049961,,,-0.02639802485397047,-0.018721903642179294,0.0,0.005262746454685274,-0.01701554477801792,,,-0.005992349123280616,0.018084989381027095,0.004605239188253618,-0.017026540493754294,-0.0013328061522859258,,,-0.019346100747386186,-0.002720948700797421,-0.019782314078830243,-0.00835067991594618,-0.024560982511743767,,,0.01654668622992217,0.04317017120262068,-0.023066478428040216,-0.0020833765829936235
