meeting_id,announcement_date,ticker,document_type,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10
1,2000-02-02,^GSPC,statement,0.0106278192092452,0.0005222932212531,-0.0070953210740946,-0.0029123190810015,-0.0276335935917997,0.0060648004839856,-0.0042127212563867,-0.0039384279933456,-0.0274568290279029,0.0252175669743883,-0.0001135574026174,0.0112481375900279,-0.0004210443716519,-9.127184878798822e-05,0.0122731987506357,-0.0208154221176454,0.0036268038470079,-0.0209693201435622,0.0020329505010301,0.0087126839521014,-0.0102564133818416
1,2000-02-02,XLY,statement,0.0361858376345038,-0.0020858072476641,-0.0135842046493436,-0.0206564381534259,-0.0373177781688511,0.006179889752752,0.0072584242177782,-0.002771340135208,-0.0394666676851637,0.0075234338676368,-0.0066520324914238,0.0039066797166245,-0.0016678797693395,-0.0211580073518059,0.0227534453126039,-0.0166857058628441,-0.0090496054399787,-0.01426937201597,0.0052110143470089,0.00230467033112,-0.039080845795468
1,2000-02-02,^IXIC,statement,0.0283299402453853,0.0049578606080284,0.0092067107339797,0.0109535815133501,-0.0328941369011351,0.0174142294009183,-0.0233958838907182,-0.0074571315265047,-0.0377491578346429,0.013706989675996,0.0054245037178606,0.0336331286622952,0.0078746886482012,0.0182910743547024,0.0244645087524157,-0.0145137810559006,0.0280501741511447,-0.0201041302684245,0.005255345493309,0.0005024759122087,0.001556263452318
1,2000-02-02,^DJI,statement,0.0091878116268322,-0.0061725720100316,-0.0120163823442289,-0.0087734308373103,-0.0216447135509177,0.0019730551687195,0.000281107611801,-0.0004505309095182,-0.0262195232102319,0.0187785264231143,-0.0034280806666527,0.0009306596438518,-0.0045072768420474,-0.00529102744107,0.0047506480618944,-0.0235854076018516,-0.0051901525565126,-0.0205211872528288,0.009077024171894,0.0188453439353246,-0.0146182472608553
1,2000-02-02,^RUT,statement,0.015154240669009,0.012776062941358,0.0139610197549109,0.0126308086301167,-0.0205828186390305,-0.0026006029636043,-0.0010545616284902,-0.0077152592231277,-0.0239836446281226,-0.016626341032941,0.0121886146867244,0.0230245541138309,0.0074574211836442,0.0130727562449768,0.0095793975198901,-0.002772126479463,0.0115858618892841,-0.0094244779322364,0.0052877061712215,0.0005555946801725,0.0139197757796263
1,2000-02-02,XLF,statement,0.0054202763556465,-0.0033791223495928,-0.018304641314322,-0.0124309749389093,-0.0181815628320876,0.0106835535225775,0.037350479440781,0.0108689106876287,-0.0349460918799983,0.0278551731627854,-0.0101078737359936,-0.0061269723497185,-0.0102733555405167,-0.0103808508267129,0.0111890074904321,-0.0235131940054768,-0.0276206194531452,0.0021851533991048,0.0087210150894696,0.0014402215610054,-0.0208626779170303
1,2000-02-02,XLRE,statement,,,,,,,,,,,,,,,,,,,,,
1,2000-02-02,XLU,statement,-0.0073490239251314,0.0005816797108362,0.004650732449984,0.0324073302103142,-0.0134521738172529,-0.0232956441616065,-0.004654469186104,-0.0064286566784709,-0.00529371587668,0.046126295410247,-0.0051251486458877,-0.0017171555101601,-0.0051604123415759,-0.0028820885871982,0.0023123523070696,0.0,-0.0144173904803587,-0.0175547461821954,0.0011914276000919,-0.0023792284661452,-0.0041746150206488
1,2000-02-02,XLB,statement,0.0180845481146154,-0.0192885843310433,-0.0264291750915666,0.0044194412237739,-0.0263990279726854,-0.0187212211303625,0.0,0.0052630998090865,-0.0170152560933977,-0.0059925596125551,0.0046050266264248,-0.0170260499444413,-0.0013339519278685,-0.0193451834388529,-0.0027215335158125,-0.0197815159212588,-0.0083506767914747,-0.0245614260148938,0.0165466875100037,0.043170250590556,-0.0230662595685374
1,2000-02-02,^W5000,statement,0.0122564290119209,0.0035030815293128,-0.0024349046520562,0.0014113201259879,-0.0260979716634248,0.0054967311271774,-0.0041022529567454,-0.0041741066437531,-0.0282248102325936,0.016364039009088,0.0017576663382723,0.01413725354323,-0.0001580473444385,0.0028742315689245,0.0125141272196709,-0.0187553401514775,0.0056977355744638,-0.0180614147849156,0.0024451251252566,0.0062892001531253,-0.0059639991795641
1,2000-02-02,XLE,statement,-0.0022883383246579,-0.003300341386425,0.0,0.027593653735108,-0.0354455050495384,-0.0022271132526872,-0.0156247221994311,-0.0204090274295096,-0.0115730265184518,0.0234181646844895,0.0063076682514549,-0.0119660222979089,-0.0288353755169881,0.0112833718730291,-0.0088083273137345,-0.0331749890229944,0.0208336195398839,-0.0120053342875441,0.0157957820132617,0.0418661823523964,0.0045923709402868
