meeting_id,announcement_date,ticker,document_type,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,T0,T+1,T+2,T+3,T+4,T+5,T+6,T+7,T+8,T+9,T+10
1,2000-02-02,^GSPC,intermeeting,0.0106278192092452,0.0005222932212531,-0.0070953210740946,-0.0029123190810015,-0.0276335935917997,0.0060648004839856,-0.0042127212563867,-0.0039384279933456,-0.0274568290279029,0.0252175669743883,-0.0001135574026174,0.0112481375900279,-0.0004210443716519,-9.127184878798822e-05,0.0122731987506357,-0.0208154221176454,0.0036268038470079,-0.0209693201435622,0.0020329505010301,0.0087126839521014,-0.0102564133818416
1,2000-02-02,XLY,intermeeting,0.0361860289682554,-0.0020850406585061,-0.0135844575862638,-0.0206563515029312,-0.0373179518233042,0.006179890320733,0.0072586075676954,-0.0027716119395053,-0.0394664929886472,0.0075233391939502,-0.0066516691473604,0.0039060388862028,-0.0016672435119455,-0.0211583620719494,0.0227535362532846,-0.0166856118386746,-0.0090501581182155,-0.0142690958828487,0.0052112985324852,0.0023039157804189,-0.0390795478766489
1,2000-02-02,^IXIC,intermeeting,0.0283299402453853,0.0049578606080284,0.0092067107339797,0.0109535815133501,-0.0328941369011351,0.0174142294009183,-0.0233958838907182,-0.0074571315265047,-0.0377491578346429,0.013706989675996,0.0054245037178606,0.0336331286622952,0.0078746886482012,0.0182910743547024,0.0244645087524157,-0.0145137810559006,0.0280501741511447,-0.0201041302684245,0.005255345493309,0.0005024759122087,0.001556263452318
1,2000-02-02,^DJI,intermeeting,0.0091878116268322,-0.0061725720100316,-0.0120163823442289,-0.0087734308373103,-0.0216447135509177,0.0019730551687195,0.000281107611801,-0.0004505309095182,-0.0262195232102319,0.0187785264231143,-0.0034280806666527,0.0009306596438518,-0.0045072768420474,-0.00529102744107,0.0047506480618944,-0.0235854076018516,-0.0051901525565126,-0.0205211872528288,0.009077024171894,0.0188453439353246,-0.0146182472608553
1,2000-02-02,^RUT,intermeeting,0.015154240669009,0.012776062941358,0.0139610197549109,0.0126308086301167,-0.0205828186390305,-0.0026006029636043,-0.0010545616284902,-0.0077152592231277,-0.0239836446281226,-0.016626341032941,0.0121886146867244,0.0230245541138309,0.0074574211836442,0.0130727562449768,0.0095793975198901,-0.002772126479463,0.0115858618892841,-0.0094244779322364,0.0052877061712215,0.0005555946801725,0.0139197757796263
1,2000-02-02,XLF,intermeeting,0.0054196044275025,-0.0033782034926587,-0.0183047222853516,-0.0124309738746298,-0.0181817346414814,0.0106833778694823,0.0373503145004097,0.0108695047992339,-0.0349460860570238,0.0278549956921037,-0.0101067109553177,-0.0061273912032985,-0.0102734395796678,-0.0103807650338483,0.0111884863636122,-0.0235128611505343,-0.0276205340802246,0.0021847922316491,0.0087207479472748,0.0014408476743019,-0.0208633022303414
1,2000-02-02,XLRE,intermeeting,,,,,,,,,,,,,,,,,,,,,
1,2000-02-02,XLU,intermeeting,-0.0073487745666361,0.0005818518274651,0.0046509050657135,0.0324078432740719,-0.0134532438752982,-0.0232954059846102,-0.0046539550365812,-0.0064289146488023,-0.0052940640129071,0.0461265777080899,-0.0051254006559604,-0.0017168174781458,-0.0051605809192966,-0.0028817479248552,0.0023120952818993,0.0,-0.0144174744664814,-0.0175546597209462,0.0011912514829039,-0.0023796681825565,-0.0041734717829392
1,2000-02-02,XLB,intermeeting,0.0180842587131384,-0.0192883911274878,-0.0264291715980125,0.0044190333020126,-0.0263980212855763,-0.0187221787262024,0.0,0.0052631716714643,-0.0170158918629582,-0.0059917052136304,0.0046046031316282,-0.0170261311564763,-0.0013328066297028,-0.0193460359500169,-0.0027205837386179,-0.0197826060326836,-0.0083502328010811,-0.0245613542600741,0.0165467661519114,0.0431704788982783,-0.0230661815671168
1,2000-02-02,^W5000,intermeeting,0.0122564290119209,0.0035030815293128,-0.0024349046520562,0.0014113201259879,-0.0260979716634248,0.0054967311271774,-0.0041022529567454,-0.0041741066437531,-0.0282248102325936,0.016364039009088,0.0017576663382723,0.01413725354323,-0.0001580473444385,0.0028742315689245,0.0125141272196709,-0.0187553401514775,0.0056977355744638,-0.0180614147849156,0.0024451251252566,0.0062892001531253,-0.0059639991795641
